model,balloon_id,threshold_pumps,pumps_attempted,burst,earnings,choices,full_responses
google/gemini-2.0-flash-001,29,10,7,False,0.7,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
google/gemini-2.0-flash-001,30,18,5,False,0.5,"PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Cash Out
google/gemini-2.0-flash-001,31,16,10,False,1.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
google/gemini-2.0-flash-001,32,4,4,True,0.0,"PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump
google/gemini-2.0-flash-001,33,20,10,False,1.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
google/gemini-2.0-flash-001,34,15,5,False,0.5,"PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Cash Out
google/gemini-2.0-flash-001,35,1,1,True,0.0,PUMP,Pump
google/gemini-2.0-flash-001,36,9,9,True,0.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump
google/gemini-2.0-flash-001,37,16,9,False,0.9,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
google/gemini-2.0-flash-001,38,15,10,False,1.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
google/gemini-2.0-flash-001,39,10,9,False,0.9,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
google/gemini-2.0-flash-001,40,16,12,False,1.2,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
google/gemini-2.0-flash-001,41,19,9,False,0.9,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
google/gemini-2.0-flash-001,42,3,3,True,0.0,"PUMP, PUMP, PUMP",Pump | Pump | Pump
google/gemini-2.0-flash-001,43,12,9,False,0.9,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
google/gemini-2.0-flash-001,44,3,3,True,0.0,"PUMP, PUMP, PUMP",Pump | Pump | Pump
google/gemini-2.0-flash-001,45,16,5,False,0.5,"PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Cash Out
google/gemini-2.0-flash-001,46,6,6,True,0.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump | Pump | Pump
google/gemini-2.0-flash-001,47,2,2,True,0.0,"PUMP, PUMP",Pump | Pump
google/gemini-2.0-flash-001,48,9,8,False,0.8,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
google/gemini-2.0-flash-001,49,17,10,False,1.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
google/gemini-2.0-flash-001,50,7,7,True,0.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump | Pump | Pump | Pump
openai/gpt-4.5-preview,1,11,7,False,0.7,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
openai/gpt-4.5-preview,2,2,2,True,0.0,"PUMP, PUMP",Pump | Pump
openai/gpt-4.5-preview,3,14,5,False,0.5,"PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Cash Out
openai/gpt-4.5-preview,4,7,5,False,0.5,"PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Cash Out
openai/gpt-4.5-preview,5,11,5,False,0.5,"PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Cash Out
openai/gpt-4.5-preview,6,8,6,False,0.6,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
openai/gpt-4.5-preview,7,2,2,True,0.0,"PUMP, PUMP",Pump | Pump
openai/gpt-4.5-preview,8,9,5,False,0.5,"PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Cash Out
openai/gpt-4.5-preview,9,17,7,False,0.7,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
openai/gpt-4.5-preview,10,1,1,True,0.0,PUMP,Pump
openai/gpt-4.5-preview,11,9,6,False,0.6,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
openai/gpt-4.5-preview,12,17,5,False,0.5,"PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Cash Out
openai/gpt-4.5-preview,13,18,7,False,0.7,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
openai/gpt-4.5-preview,14,6,5,False,0.5,"PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Cash Out
openai/gpt-4.5-preview,15,13,7,False,0.7,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
openai/gpt-4.5-preview,16,9,5,False,0.5,"PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Cash Out
openai/gpt-4.5-preview,17,10,6,False,0.6,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
openai/gpt-4.5-preview,18,4,4,True,0.0,"PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump
openai/gpt-4.5-preview,19,13,6,False,0.6,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
openai/gpt-4.5-preview,20,5,5,True,0.0,"PUMP, PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump | Pump
openai/gpt-4.5-preview,21,13,5,False,0.5,"PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Cash Out
openai/gpt-4.5-preview,22,14,6,False,0.6,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
openai/gpt-4.5-preview,23,11,5,False,0.5,"PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Cash Out
openai/gpt-4.5-preview,24,19,8,False,0.8,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
openai/gpt-4.5-preview,25,3,3,True,0.0,"PUMP, PUMP, PUMP",Pump | Pump | Pump
openai/gpt-4.5-preview,26,7,7,True,0.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump | Pump | Pump | Pump
openai/gpt-4.5-preview,27,7,6,False,0.6,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
openai/gpt-4.5-preview,28,7,7,True,0.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump | Pump | Pump | Pump
openai/gpt-4.5-preview,29,10,6,False,0.6,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
openai/gpt-4.5-preview,30,18,5,False,0.5,"PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Cash Out
openai/gpt-4.5-preview,31,16,5,False,0.5,"PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Cash Out
openai/gpt-4.5-preview,32,4,4,True,0.0,"PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump
openai/gpt-4.5-preview,33,20,8,False,0.8,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
openai/gpt-4.5-preview,34,15,5,False,0.5,"PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Cash Out
openai/gpt-4.5-preview,35,1,1,True,0.0,PUMP,Pump
openai/gpt-4.5-preview,36,9,5,False,0.5,"PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Cash Out
openai/gpt-4.5-preview,37,16,8,False,0.8,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
openai/gpt-4.5-preview,38,15,7,False,0.7,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
openai/gpt-4.5-preview,39,10,5,False,0.5,"PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Cash Out
openai/gpt-4.5-preview,40,16,5,False,0.5,"PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Cash Out
openai/gpt-4.5-preview,41,19,7,False,0.7,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
openai/gpt-4.5-preview,42,3,3,True,0.0,"PUMP, PUMP, PUMP",Pump | Pump | Pump
openai/gpt-4.5-preview,43,12,5,False,0.5,"PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Cash Out
openai/gpt-4.5-preview,44,3,3,True,0.0,"PUMP, PUMP, PUMP",Pump | Pump | Pump
openai/gpt-4.5-preview,45,16,5,False,0.5,"PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Cash Out
openai/gpt-4.5-preview,46,6,6,True,0.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump | Pump | Pump
openai/gpt-4.5-preview,47,2,2,True,0.0,"PUMP, PUMP",Pump | Pump
openai/gpt-4.5-preview,48,9,5,False,0.5,"PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Cash Out
openai/gpt-4.5-preview,49,17,6,False,0.6,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
openai/gpt-4.5-preview,50,7,7,True,0.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump | Pump | Pump | Pump
meta-llama/llama-4-scout,1,11,10,False,1.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
meta-llama/llama-4-scout,2,2,2,True,0.0,"PUMP, PUMP",Pump | Pump
meta-llama/llama-4-scout,3,14,10,False,1.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
meta-llama/llama-4-scout,4,7,7,True,0.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump | Pump | Pump | Pump
meta-llama/llama-4-scout,5,11,10,False,1.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
meta-llama/llama-4-scout,6,8,8,True,0.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump
meta-llama/llama-4-scout,7,2,2,True,0.0,"PUMP, PUMP",Pump | Pump
meta-llama/llama-4-scout,8,9,9,True,0.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP",Pump. | Pump. | Pump. | Pump. | Pump. | Pump. | Pump. | Pump. | Pump.
meta-llama/llama-4-scout,9,17,10,False,1.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
meta-llama/llama-4-scout,10,1,1,True,0.0,PUMP,Pump
meta-llama/llama-4-scout,11,9,9,True,0.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump
meta-llama/llama-4-scout,12,17,10,False,1.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
meta-llama/llama-4-scout,13,18,10,False,1.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
meta-llama/llama-4-scout,14,6,6,True,0.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump | Pump | Pump
meta-llama/llama-4-scout,15,13,13,True,0.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump
meta-llama/llama-4-scout,16,9,9,True,0.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump
meta-llama/llama-4-scout,17,10,8,False,0.8,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
meta-llama/llama-4-scout,18,4,4,True,0.0,"PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump
meta-llama/llama-4-scout,19,13,13,True,0.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump
meta-llama/llama-4-scout,20,5,5,True,0.0,"PUMP, PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump | Pump
meta-llama/llama-4-scout,21,13,10,False,1.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
meta-llama/llama-4-scout,22,14,10,False,1.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
meta-llama/llama-4-scout,23,11,10,False,1.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
meta-llama/llama-4-scout,24,19,19,True,0.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump
meta-llama/llama-4-scout,25,3,3,True,0.0,"PUMP, PUMP, PUMP",Pump | Pump | Pump
meta-llama/llama-4-scout,26,7,7,True,0.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump | Pump | Pump | Pump
meta-llama/llama-4-scout,27,7,7,True,0.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump | Pump | Pump | Pump
meta-llama/llama-4-scout,28,7,7,True,0.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump | Pump | Pump | Pump
meta-llama/llama-4-scout,29,10,10,True,0.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump
meta-llama/llama-4-scout,30,18,10,False,1.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
meta-llama/llama-4-scout,31,16,10,False,1.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
meta-llama/llama-4-scout,32,4,4,True,0.0,"PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump
meta-llama/llama-4-scout,33,20,10,False,1.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
meta-llama/llama-4-scout,34,15,15,True,0.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump
meta-llama/llama-4-scout,35,1,1,True,0.0,PUMP,Pump
meta-llama/llama-4-scout,36,9,9,True,0.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump
meta-llama/llama-4-scout,37,16,10,False,1.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
meta-llama/llama-4-scout,38,15,10,False,1.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
meta-llama/llama-4-scout,39,10,9,False,0.9,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
meta-llama/llama-4-scout,40,16,16,True,0.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump
meta-llama/llama-4-scout,41,19,16,False,1.6,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
meta-llama/llama-4-scout,42,3,3,True,0.0,"PUMP, PUMP, PUMP",Pump | Pump | Pump
meta-llama/llama-4-scout,43,12,10,False,1.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
meta-llama/llama-4-scout,44,3,3,True,0.0,"PUMP, PUMP, PUMP",Pump | Pump | Pump
meta-llama/llama-4-scout,45,16,10,False,1.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
meta-llama/llama-4-scout,46,6,6,True,0.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump | Pump | Pump
meta-llama/llama-4-scout,47,2,2,True,0.0,"PUMP, PUMP",Pump | Pump
meta-llama/llama-4-scout,48,9,9,True,0.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump
meta-llama/llama-4-scout,49,17,11,False,1.1,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
meta-llama/llama-4-scout,50,7,7,True,0.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump | Pump | Pump | Pump
meta-llama/llama-3.3-70b-instruct,1,11,11,True,0.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump
meta-llama/llama-3.3-70b-instruct,2,2,2,True,0.0,"PUMP, PUMP",Pump | Pump
meta-llama/llama-3.3-70b-instruct,3,14,10,False,1.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
meta-llama/llama-3.3-70b-instruct,4,7,7,True,0.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump | Pump | Pump | Pump
meta-llama/llama-3.3-70b-instruct,5,11,11,True,0.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump
meta-llama/llama-3.3-70b-instruct,6,8,8,True,0.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump
meta-llama/llama-3.3-70b-instruct,7,2,2,True,0.0,"PUMP, PUMP",Pump | Pump
meta-llama/llama-3.3-70b-instruct,8,9,9,True,0.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump
meta-llama/llama-3.3-70b-instruct,9,17,11,False,1.1,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
meta-llama/llama-3.3-70b-instruct,10,1,1,True,0.0,PUMP,Pump
meta-llama/llama-3.3-70b-instruct,11,9,9,True,0.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump
meta-llama/llama-3.3-70b-instruct,12,17,11,False,1.1,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
meta-llama/llama-3.3-70b-instruct,13,18,11,False,1.1,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
meta-llama/llama-3.3-70b-instruct,14,6,6,True,0.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump | Pump | Pump
meta-llama/llama-3.3-70b-instruct,15,13,11,False,1.1,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
meta-llama/llama-3.3-70b-instruct,16,9,9,True,0.0,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump
meta-llama/llama-3.3-70b-instruct,17,10,9,False,0.9,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
meta-llama/llama-3.3-70b-instruct,18,4,4,True,0.0,"PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump
meta-llama/llama-3.3-70b-instruct,19,13,12,False,1.2,"PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, PUMP, CASH OUT",Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Pump | Cash Out
meta-llama/llama-3.3-70b-instruct,20,5,5,True,0.0,"PUMP, PUMP, PUMP, PUMP, PUMP",Pump | Pump | Pump | Pump | Pump
